Product_ID,Product_Name,Category,Subcategory,Estimated_Total_Units_Sold_in_2025,Estimated_Revenue_in_2025_USD,Price_From_EUR,Price_To_EUR,WarehouseName,WarehouseCode,WarehouseGLN,WarehouseAddress,IsSameDayAvailable,IsNextDayAvailable,IsNormalDeliveryAvailable,Country_Of_Origin,CO2_Footprint_kg,Packaging_Type,Repairability_Score,Estimated_Lifespan_Years,Material_Recyclable_Pct,Eco_Label,Carbon_Neutral_Certified
PROD-2025-0229,Sustainable Fragrances Lotion,Beauty & Skincare,Fragrances,61004,7961022,107.64,132.48,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,,3.51,Plastic,,1.8,68,,
PROD-2025-0230,Aura Smart Fitness Trackers Mat,Fitness,Smart Fitness Trackers,50749,7764597,115,166.52,Bol - BFC XL,BFCXL,8.71425E+12,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,TRUE,TRUE,China,33.12,Recyclable Cardboard,,,,,FALSE
PROD-2025-0231,Pro Activewear Band,Fitness,Activewear,50654,7496792,114.08,158.24,Bol - BFC XL 2,BFCXL2,8.71425E+12,"Rietgraaf 10, 6678 PJ Oosterhout",TRUE,TRUE,TRUE,USA,,Plastic,3,,,,FALSE
PROD-2025-0232,Swift E-books Tool,Digital Goods,E-books,94337,15235425.5,105.8,191.36,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,FALSE,USA,0,Digital - No Packaging,,,,,
PROD-2025-0233,Zen Yoga Gear Gloves,Fitness,Yoga Gear,93403,5183866.5,41.4,60.72,Bol - BFC XL 2,BFCXL2,8.71425E+12,"Rietgraaf 10, 6678 PJ Oosterhout",FALSE,TRUE,TRUE,Germany,14.85,Mixed Plastic+Cardboard,6,,,,
PROD-2025-0234,Ergonomic E-books Template,Digital Goods,E-books,52346,4711140,44.16,121.44,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,FALSE,UK,0,Digital - No Packaging,,,,,
PROD-2025-0235,Luxe SaaS Subscriptions Tool,Digital Goods,SaaS Subscriptions,77908,13867624,137.08,190.44,Bol - BFC XL,BFCXL,8.71425E+12,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,FALSE,FALSE,,0,Digital - No Packaging,,,,,
PROD-2025-0236,Vital Smart Baby Monitors Diaper,Baby,Smart Baby Monitors,59382,4245813,34.04,97.52,Bol - Ingram Micro,INGRAM,8.71242E+12,"Veerweg 16, 5145 NS Waalwijk",FALSE,TRUE,TRUE,China,18.15,Foam + Plastic,3,3.8,60,,FALSE
PROD-2025-0237,Eco Solar Powered Gadgets Kit,Eco-Friendly,Solar Powered Gadgets,94165,11393965,106.72,115.92,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,Netherlands,34.1,Minimal Packaging,,3.9,43,Energy Star,TRUE
PROD-2025-0238,Smart Online Courses Guide,Digital Goods,Online Courses,54941,3159107.5,36.8,69,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,FALSE,USA,0,Digital - No Packaging,,,,,
PROD-2025-0239,Eco Baby Safety Gear Monitor,Baby,Baby Safety Gear,18849,2111088,91.08,115,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,,3,Minimal Packaging,5,4.6,63,,
PROD-2025-0240,Organic Eco-friendly Cleaning Blender,Home & Garden,Eco-friendly Cleaning,361775,30750875,36.8,119.6,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,Netherlands,146.02,,3,,,,FALSE
PROD-2025-0241,Nano Hair Care Tools Mask,Beauty & Skincare,Hair Care Tools,23519,1552254,50.6,70.84,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,Germany,4.19,Recyclable Cardboard,2,1.6,18,EU Ecolabel,FALSE
PROD-2025-0242,Vital Organic Pet Food Toy,Pet,Organic Pet Food,73412,9176500,93.84,136.16,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,USA,1.08,Mixed Plastic+Cardboard,5,3,27,Cradle to Cradle,FALSE
PROD-2025-0243,Ergonomic Home Gym Equipment Tracker,Fitness,Home Gym Equipment,80064,9527616,99.36,119.6,Bol - BFC XL,BFCXL,8.71425E+12,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,TRUE,TRUE,China,70.79,Plastic,,,22,,FALSE
PROD-2025-0244,Pure Eco-friendly Diapers Crib,Baby,Eco-friendly Diapers,26979,4019871,116.84,157.32,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,Denmark,7.62,Plastic,,4.9,27,,FALSE
PROD-2025-0245,Wireless Eco-friendly Diapers Monitor,Baby,Eco-friendly Diapers,12856,739220,47.84,57.96,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,China,25.56,Minimal Packaging,5,,,,
PROD-2025-0246,Luxe Recovery Tools Band,Fitness,Recovery Tools,28168,4464628,108.56,183.08,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,China,,Plastic,5,3.9,76,,FALSE
PROD-2025-0247,Organic Organic Makeup Lotion,Beauty & Skincare,Organic Makeup,48447,5862087,108.56,114.08,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,China,14.37,Plastic,1,0.6,61,,FALSE
PROD-2025-0248,Portable Footwear Leggings,Fashion,Footwear,31369,5207254,112.24,193.2,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,Portugal,,Mixed Plastic+Cardboard,,,53,,FALSE
PROD-2025-0249,Pure Recovery Tools Band,Fitness,Recovery Tools,483097,80435650.5,115,191.36,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,Germany,,Mixed Plastic+Cardboard,7,5.7,75,,FALSE
PROD-2025-0250,Eco Upcycled Fashion Sponge,Eco-Friendly,Upcycled Fashion,25850,3812875,98.44,172.96,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,Germany,9.63,Recyclable Cardboard,4,6.9,75,EU Ecolabel,FALSE
PROD-2025-0251,Pro Personal Care Gadgets Mask,Beauty & Skincare,Personal Care Gadgets,25692,2055360,61.64,85.56,Bol - BFC XL 2,BFCXL2,8.71425E+12,"Rietgraaf 10, 6678 PJ Oosterhout",FALSE,FALSE,TRUE,Germany,13.78,Plastic,3,,52,,FALSE
PROD-2025-0252,Aura Fragrances Cleanser,Beauty & Skincare,Fragrances,92170,8387470,70.84,96.6,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,,11.71,Mixed Plastic+Cardboard,,0.6,18,,FALSE
PROD-2025-0253,Zen Eco-friendly Cleaning Blender,Home & Garden,Eco-friendly Cleaning,98644,6115928,30.36,83.72,Bol - BFC XL 2,BFCXL2,8.71425E+12,"Rietgraaf 10, 6678 PJ Oosterhout",FALSE,FALSE,TRUE,,14.51,Recyclable Cardboard,,,,,FALSE
PROD-2025-0254,Eco Organic Baby Clothing Monitor,Baby,Organic Baby Clothing,24876,3134376,69.92,161.92,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,Germany,,,1,3.3,14,,FALSE
PROD-2025-0255,Flex Smart Home Devices Earbuds,Electronics,Smart Home Devices,34664,2669128,58.88,82.8,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,China,22.24,Plastic,9,6.4,23,,FALSE
PROD-2025-0256,Ergonomic Footwear Sneakers,Fashion,Footwear,81106,7137328,74.52,87.4,Bol - BFC XL,BFCXL,8.71425E+12,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,FALSE,TRUE,,9.64,,4,4.8,,,FALSE
PROD-2025-0257,Ultra Reusable Packaging Bag,Eco-Friendly,Reusable Packaging,33039,677299.5,10.12,27.6,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,,8.07,Minimal Packaging,7,6.4,,,
PROD-2025-0258,Swift Athleisure Dress,Fashion,Athleisure,85817,3604314,16.56,60.72,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,,7.7,Foam + Plastic,,3.5,,,FALSE
PROD-2025-0259,Nano Menswear Scarf,Fashion,Menswear,92465,4900645,26.68,70.84,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",TRUE,TRUE,TRUE,,,Plastic,2,2.3,62,,FALSE
PROD-2025-0260,Pro Yoga Gear Roller,Fitness,Yoga Gear,65242,8122629,74.52,154.56,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,China,30.01,Recyclable Cardboard,,,8,,FALSE
PROD-2025-0261,Glow Smart Home Devices Projector,Electronics,Smart Home Devices,24550,1153850,12.88,73.6,Bol - Ingram Micro,INGRAM,8.71242E+12,"Veerweg 16, 5145 NS Waalwijk",FALSE,FALSE,TRUE,South Korea,,Minimal Packaging,9,,70,,TRUE
PROD-2025-0262,Vital Organic Pet Food Toy,Pet,Organic Pet Food,35725,1714800,11.04,77.28,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,Germany,,Mixed Plastic+Cardboard,2,2.9,,,TRUE
PROD-2025-0263,Wireless Pet Grooming Tools Collar,Pet,Pet Grooming Tools,46460,7108380,97.52,184,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",TRUE,TRUE,TRUE,,7.86,Mixed Plastic+Cardboard,,2.3,71,,FALSE
PROD-2025-0264,Portable Indoor Plants Accessories Shelf,Home & Garden,Indoor Plants Accessories,17698,1672461,76.36,97.52,Bol - BFC XL,BFCXL,8.71425E+12,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,TRUE,TRUE,Italy,,Foam + Plastic,,17.3,,,
PROD-2025-0265,Luxe Accessories Sunglasses,Fashion,Accessories,51890,5915460,78.2,131.56,Bol - BFC XL,BFCXL,8.71425E+12,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,TRUE,TRUE,Bangladesh,,Mixed Plastic+Cardboard,2,2.3,,,FALSE
PROD-2025-0266,Eco Pet Apparel Feeder,Pet,Pet Apparel,31676,3927824,96.6,131.56,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,China,17.93,,,3.1,,,FALSE
PROD-2025-0267,Eco Online Courses Guide,Digital Goods,Online Courses,19949,2613319,80.96,160.08,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,FALSE,USA,0,Digital - No Packaging,,,,,
PROD-2025-0268,Premium Smart Baby Monitors Diaper,Baby,Smart Baby Monitors,81267,5119821,48.76,67.16,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,,23.49,Mixed Plastic+Cardboard,,4.7,13,,FALSE
PROD-2025-0269,Luxe Baby Safety Gear Monitor,Baby,Baby Safety Gear,69109,9122388,118.68,124.2,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,Netherlands,,Mixed Plastic+Cardboard,,3,,,
PROD-2025-0270,Pro Hair Care Tools Toner,Beauty & Skincare,Hair Care Tools,12614,693770,46,55.2,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,USA,5.87,,2,1.1,49,,FALSE
PROD-2025-0271,Aura Activewear Bench,Fitness,Activewear,86021,3182777,12.88,55.2,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,,31.91,Plastic,,10.1,20,,FALSE
PROD-2025-0272,Zen Athleisure Sneakers,Fashion,Athleisure,203031,33500115,128.8,174.8,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,Bangladesh,29.54,Foam + Plastic,2,4.1,52,,FALSE
PROD-2025-0273,Minimalist Korean Skincare Serum,Beauty & Skincare,Korean Skincare,69778,3698234,18.4,79.12,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,France,,Foam + Plastic,,1.6,11,,TRUE
PROD-2025-0274,Flex Smart Baby Monitors Swaddle,Baby,Smart Baby Monitors,49278,6159750,77.28,152.72,Bol - Ingram Micro,INGRAM,8.71242E+12,"Veerweg 16, 5145 NS Waalwijk",FALSE,FALSE,TRUE,Netherlands,,,,,71,,TRUE
PROD-2025-0275,Wireless Baby Safety Gear Crib,Baby,Baby Safety Gear,85886,5196103,41.4,69.92,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,,28.06,Recyclable Cardboard,5,1.9,,,TRUE
PROD-2025-0276,Nano Interactive Pet Toys Shampoo,Pet,Interactive Pet Toys,41312,1921008,9.2,76.36,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,China,10.84,Recyclable Cardboard,,,79,,FALSE
PROD-2025-0277,Organic Footwear Belt,Fashion,Footwear,99983,6648869.5,57.04,65.32,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,Bangladesh,8,,,4.2,73,,FALSE
PROD-2025-0278,Sustainable Smart Pet Feeders Feeder,Pet,Smart Pet Feeders,68509,2226542.5,13.8,46,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,USA,12.15,,,,33,,FALSE
PROD-2025-0279,Aura Smart Lighting Shelf,Home & Garden,Smart Lighting,75340,4972440,37.72,83.72,Bol - BFC XL,BFCXL,8.71425E+12,"Divisiedok 1, 3439 JM Nieuwegein",TRUE,TRUE,TRUE,China,,Minimal Packaging,,12.1,,,FALSE
PROD-2025-0280,Glow Smart Lighting Shelf,Home & Garden,Smart Lighting,40867,6313951.5,126.04,158.24,Bol - BFC XL 2,BFCXL2,8.71425E+12,"Rietgraaf 10, 6678 PJ Oosterhout",FALSE,TRUE,TRUE,Italy,,Plastic,3,6.8,,,
PROD-2025-0281,Aura Smart Baby Monitors Bib,Baby,Smart Baby Monitors,293282,24342406,68.08,84.64,Bol - BFC XL,BFCXL,8.71425E+12,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,FALSE,TRUE,Germany,26.67,Plastic,,3,,Energy Star,FALSE
PROD-2025-0282,Premium Stock Media Bundle,Digital Goods,Stock Media,82330,5392615,52.44,68.08,Bol - BFC XL,BFCXL,8.71425E+12,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,FALSE,FALSE,,0,Digital - No Packaging,,,,,
PROD-2025-0283,Pro Yoga Gear Band,Fitness,Yoga Gear,84057,10170897,79.12,143.52,Bol - BFC XL 2,BFCXL2,8.71425E+12,"Rietgraaf 10, 6678 PJ Oosterhout",FALSE,TRUE,TRUE,,34.99,,6,5.9,38,,FALSE
PROD-2025-0284,Eco Activewear Dumbbell,Fitness,Activewear,76047,7908888,92,99.36,Bol - BFC XL 2,BFCXL2,8.71425E+12,"Rietgraaf 10, 6678 PJ Oosterhout",FALSE,TRUE,TRUE,China,39.68,Mixed Plastic+Cardboard,7,10.3,35,,
PROD-2025-0285,Minimalist Educational Toys Monitor,Baby,Educational Toys,72319,5930158,46,104.88,Bol - BFC XL,BFCXL,8.71425E+12,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,TRUE,TRUE,,5.77,Mixed Plastic+Cardboard,3,2.2,77,,
PROD-2025-0286,Sustainable Interactive Pet Toys Toy,Pet,Interactive Pet Toys,34700,2567800,40.48,95.68,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,China,5.94,Mixed Plastic+Cardboard,3,,,,
PROD-2025-0287,Ultra Online Courses Course,Digital Goods,Online Courses,81963,14712358.5,136.16,194.12,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,FALSE,USA,0,Digital - No Packaging,,,,,
PROD-2025-0288,Minimalist Recovery Tools Band,Fitness,Recovery Tools,69047,5247572,39.56,100.28,Bol - BFC XL,BFCXL,8.71425E+12,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,FALSE,TRUE,China,,Recyclable Cardboard,,6,78,,TRUE
PROD-2025-0289,Luxe Smart Lighting Diffuser,Home & Garden,Smart Lighting,10221,914779.5,39.56,125.12,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,Germany,178.66,Foam + Plastic,6,11.2,,,FALSE
PROD-2025-0290,Organic Korean Skincare Dryer,Beauty & Skincare,Korean Skincare,37259,2049245,34.96,66.24,Bol - BFC XL 2,BFCXL2,8.71425E+12,"Rietgraaf 10, 6678 PJ Oosterhout",FALSE,TRUE,TRUE,,,,1,,,Fair Trade,FALSE
PROD-2025-0291,Swift Organic Pet Food Treats,Pet,Organic Pet Food,70111,5398547,36.8,104.88,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,,,Recyclable Cardboard,1,,,,FALSE
PROD-2025-0292,Eco Stock Media Template,Digital Goods,Stock Media,407851,33035931,34.04,115,Bol - BFC XL,BFCXL,8.71425E+12,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,FALSE,FALSE,USA,0,Digital - No Packaging,,,,,
PROD-2025-0293,Vital Menswear Belt,Fashion,Menswear,96792,6243084,31.28,87.4,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,India,28.09,Mixed Plastic+Cardboard,,,,,
PROD-2025-0294,Flex Recovery Tools Mat,Fitness,Recovery Tools,56268,6527088,76.36,137.08,Bol - Ingram Micro,INGRAM,8.71242E+12,"Veerweg 16, 5145 NS Waalwijk",FALSE,FALSE,TRUE,,,Mixed Plastic+Cardboard,6,,42,,FALSE
PROD-2025-0295,Flex SaaS Subscriptions Guide,Digital Goods,SaaS Subscriptions,177836,30409956,121.44,193.2,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,FALSE,USA,0,Digital - No Packaging,,,,,
PROD-2025-0296,Flex Smart Pet Feeders Leash,Pet,Smart Pet Feeders,74185,6342817.5,46.92,110.4,Bol - BFC XL,BFCXL,8.71425E+12,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,TRUE,TRUE,USA,12.65,Plastic,5,2.7,28,,
PROD-2025-0297,Portable Stock Media Masterclass,Digital Goods,Stock Media,74821,11223150,107.64,168.36,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,FALSE,Germany,0,Digital - No Packaging,,,,,
PROD-2025-0298,Luxe Indoor Plants Accessories Vacuum,Home & Garden,Indoor Plants Accessories,28316,4261558,128.8,148.12,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,,63.6,,2,,,,FALSE
PROD-2025-0299,Glow Smart Fitness Trackers Mat,Fitness,Smart Fitness Trackers,76492,6157606,48.76,99.36,Bol - BFC XL 2,BFCXL2,8.71425E+12,"Rietgraaf 10, 6678 PJ Oosterhout",FALSE,TRUE,TRUE,China,95.41,,3,4.6,37,,
PROD-2025-0300,Sustainable Kitchen Gadgets Desk,Home & Garden,Kitchen Gadgets,34111,3786321,86.48,117.76,Bol - BFC XL 2,BFCXL2,8.71425E+12,"Rietgraaf 10, 6678 PJ Oosterhout",FALSE,FALSE,TRUE,Germany,,Biodegradable,3,15.2,,,TRUE
PROD-2025-0301,Wireless Menswear Belt,Fashion,Menswear,31956,3595050,74.52,132.48,Bol - BFC XL 2,BFCXL2,8.71425E+12,"Rietgraaf 10, 6678 PJ Oosterhout",FALSE,TRUE,TRUE,Bangladesh,43.59,Recyclable Cardboard,3,,79,,TRUE
PROD-2025-0302,Minimalist Smart Fitness Trackers Shorts,Fitness,Smart Fitness Trackers,63885,4631662.5,42.32,91.08,Bol - Ingram Micro,INGRAM,8.71242E+12,"Veerweg 16, 5145 NS Waalwijk",FALSE,TRUE,TRUE,China,,Recyclable Cardboard,3,,73,Energy Star,FALSE
PROD-2025-0303,Wireless Indoor Plants Accessories Organizer,Home & Garden,Indoor Plants Accessories,96466,4485669,10.12,75.44,Bol - BFC XL 2,BFCXL2,8.71425E+12,"Rietgraaf 10, 6678 PJ Oosterhout",FALSE,FALSE,TRUE,China,78.05,,5,13.4,67,,
PROD-2025-0304,Glow Kitchen Gadgets Desk,Home & Garden,Kitchen Gadgets,23453,3928377.5,129.72,178.48,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,Poland,23.09,Plastic,,,,,
PROD-2025-0305,Wireless Solar Powered Gadgets Brush,Eco-Friendly,Solar Powered Gadgets,244431,14054782.5,12.88,92.92,Bol - Ingram Micro,INGRAM,8.71242E+12,"Veerweg 16, 5145 NS Waalwijk",FALSE,TRUE,TRUE,,22.02,Mixed Plastic+Cardboard,7,,,,FALSE
PROD-2025-0306,Flex Baby Safety Gear Bottle,Baby,Baby Safety Gear,23434,4194686,134.32,195.04,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",TRUE,TRUE,TRUE,Netherlands,,,,,54,,FALSE
PROD-2025-0307,Pro Hair Care Tools Cleanser,Beauty & Skincare,Hair Care Tools,225513,23227839,79.12,110.4,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,France,13.4,,1,,58,,
PROD-2025-0308,Minimalist Footwear T-Shirt,Fashion,Footwear,79276,8482532,74.52,122.36,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,Bangladesh,,Recyclable Cardboard,,,,,FALSE
PROD-2025-0309,Glow Organic Makeup Perfume,Beauty & Skincare,Organic Makeup,39511,3536234.5,64.4,100.28,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,Germany,6.69,,4,1.4,61,,FALSE
PROD-2025-0310,Smart Athleisure Hoodie,Fashion,Athleisure,41405,7390792.5,129.72,198.72,Bol - BFC XL,BFCXL,8.71425E+12,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,FALSE,TRUE,India,,Plastic,3,,55,,
PROD-2025-0311,Ultra Korean Skincare Brush,Beauty & Skincare,Korean Skincare,93294,11008692,92.92,124.2,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",TRUE,TRUE,TRUE,,0.6,Plastic,,1.9,75,,FALSE
PROD-2025-0312,Pure Organic Pet Food Bowl,Pet,Organic Pet Food,13390,482040,28.52,37.72,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,China,,Mixed Plastic+Cardboard,2,3.9,27,,FALSE
PROD-2025-0313,Nano Organic Baby Clothing Stroller,Baby,Organic Baby Clothing,442939,76628447,122.36,195.96,Bol - BFC XL,BFCXL,8.71425E+12,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,TRUE,TRUE,,12.68,Foam + Plastic,,2.7,20,,FALSE
PROD-2025-0314,Portable Interactive Pet Toys Toy,Pet,Interactive Pet Toys,89570,7792590,58.88,101.2,Bol - Ingram Micro,INGRAM,8.71242E+12,"Veerweg 16, 5145 NS Waalwijk",FALSE,TRUE,TRUE,China,3.84,Plastic,,2.6,,,FALSE
PROD-2025-0315,Sustainable Smart Home Devices Adapter,Electronics,Smart Home Devices,23558,1036552,32.2,48.76,Bol - Ingram Micro,INGRAM,8.71242E+12,"Veerweg 16, 5145 NS Waalwijk",FALSE,TRUE,TRUE,China,34.99,Biodegradable,,,67,,FALSE
PROD-2025-0316,Portable E-books Template,Digital Goods,E-books,79186,6651624,38.64,115.92,Bol - BFC XL 2,BFCXL2,8.71425E+12,"Rietgraaf 10, 6678 PJ Oosterhout",FALSE,FALSE,FALSE,USA,0,Digital - No Packaging,,,,,
PROD-2025-0317,Sustainable Womenswear Leggings,Fashion,Womenswear,21723,1900762.5,37.72,123.28,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,,20.17,Plastic,3,,,,FALSE
PROD-2025-0318,Ultra Accessories Leggings,Fashion,Accessories,63023,2930569.5,32.2,53.36,Bol - BFC XL 2,BFCXL2,8.71425E+12,"Rietgraaf 10, 6678 PJ Oosterhout",FALSE,FALSE,TRUE,,7.03,Plastic,2,4.3,,Energy Star,TRUE
PROD-2025-0319,Flex Portable Audio Power Bank,Electronics,Portable Audio,86607,5759365.5,26.68,95.68,Bol - Ingram Micro,INGRAM,8.71242E+12,"Veerweg 16, 5145 NS Waalwijk",FALSE,TRUE,TRUE,China,186.53,,3,,72,,
PROD-2025-0320,Flex Interactive Pet Toys Toy,Pet,Interactive Pet Toys,43424,2192912,12.88,80.04,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,,1.16,Plastic,3,1.1,54,,FALSE
PROD-2025-0321,Eco Activewear Shorts,Fitness,Activewear,82090,7634370,46.92,124.2,Bol - BFC Site 1,BFC1,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,China,48.51,Recyclable Cardboard,,6,,,FALSE
PROD-2025-0322,Eco Educational Toys Diaper,Baby,Educational Toys,17823,757477.5,23,55.2,Bol - BFC Site 2,BFC2,8.71425E+12,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,USA,26.6,Minimal Packaging,,2.1,,,
