Product_ID,Product_Name,Category,Subcategory,Estimated_Total_Units_Sold_in_2025,Estimated_Revenue_in_2025_USD,Price_From_EUR,Price_To_EUR,WarehouseName,WarehouseCode,WarehouseGLN,WarehouseAddress,IsSameDayAvailable,IsNextDayAvailable,IsNormalDeliveryAvailable,Country_Of_Origin,CO2_Footprint_kg,Packaging_Type,Repairability_Score,Estimated_Lifespan_Years,Material_Recyclable_Pct,Eco_Label,Carbon_Neutral_Certified,Packaging_Score,Material_Type_Score,Warehouse_Infra_Score,Sub_Score_1,Transport_Score,Logistics_Plausibility_Score,Seller_Honesty_Score,Sub_Score_2,Final_Sustainability_Score,Confidence_Level,Missing_Data_Gaps,Claim_Risk_Flag,Claim_Risk_Reason,Recommended_Delivery_Date,Delivery_Improvement_Percent,Greener_Alternative_Product_ID,Bol_Certified,Eco_Label_Scope,Price_Sustainability_Score,Alternative_Price_Delta_EUR,Alt_Price_Saving_EUR,Alt_CO2_Saving_Kg,Alt_Greener_Pct,Make_Score,Last_Score
PROD-2025-0172,Zen Kitchen Gadgets Planter,Home & Garden,Kitchen Gadgets,65453,8279804.5,72.68,160.08,Bol - BFC XL,BFCXL,8714252028195,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,FALSE,TRUE,China,176.55,,2,,26,,FALSE,45.0,26.0,100.0,58.5,0.0,80.0,TRUE,28.0,26.7,High,Packaging_Type,FALSE,,Standard,,PROD-2025-0781,FALSE,,1.9,-40.02,40.02,110.5,136,13.5,12.5
PROD-2025-0173,Wireless Zero-waste Kits Bottle,Eco-Friendly,Zero-waste Kits,14560,2111200.0,115.92,150.88,Bol - BFC Site 2,BFC2,8714252028102,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,,,,7,2.1,92,FSC Certified,FALSE,70.0,92.0,55.0,71.3,44.1,50.0,FALSE,46.2,51.9,Medium,CO2_Footprint_kg; Packaging_Type; Country_Of_Origin,TRUE,"Carries an eco label, but scores below the category average on our independent check.",Standard,,PROD-2025-0731,FALSE,Sustainable forestry,28.0,-57.96,57.96,,75,49.2,39.4
PROD-2025-0174,Minimalist Fragrances Dryer,Beauty & Skincare,Fragrances,122750,10249625.0,33.12,120.52,Bol - Ingram Micro,INGRAM,8712423020603,"Veerweg 16, 5145 NS Waalwijk",FALSE,TRUE,TRUE,South Korea,12.29,Mixed Plastic+Cardboard,1,0.2,61,,FALSE,45.0,61.0,30.0,44.5,0.0,100.0,TRUE,35.0,23.7,High,None,FALSE,,Next day,,PROD-2025-0367,TRUE,,15.6,-32.2,32.2,,23,20.2,0.8
PROD-2025-0175,Portable Portable Audio Case,Electronics,Portable Audio,62924,10885852.0,133.4,184.92,Bol - BFC XL,BFCXL,8714252028195,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,TRUE,TRUE,,47.9,,5,4.5,,,,45.0,43.5,100.0,63.8,35.8,50.0,TRUE,40.8,62.0,Medium,Packaging_Type; Material_Recyclable_Pct; Country_Of_Origin,FALSE,,Standard,,,FALSE,,19.8,,,,,86.2,39.0
PROD-2025-0176,Eco Organic Pet Food Collar,Pet,Organic Pet Food,94942,4984455.0,13.8,82.8,Bol - BFC Site 2,BFC2,8714252028102,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,Germany,13.51,Mixed Plastic+Cardboard,4,,,,FALSE,45.0,44.0,55.0,48.2,64.9,100.0,TRUE,77.2,45.9,High,Material_Recyclable_Pct,FALSE,,Standard,,PROD-2025-0242,FALSE,,79.6,66.7,0.0,12.4,52,37.0,37.5
PROD-2025-0177,Ultra Home Gym Equipment Bottle,Fitness,Home Gym Equipment,78871,10884198.0,124.2,129.72,Bol - BFC XL,BFCXL,8714252028195,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,TRUE,TRUE,Germany,17.54,Mixed Plastic+Cardboard,4,11.6,7,EU Ecolabel,FALSE,45.0,7.0,100.0,52.8,87.9,100.0,FALSE,92.1,74.6,High,None,TRUE,"Eco claim, but only 7% recyclable material.",Standard,,,FALSE,Lifecycle (broad environmental),53.3,,,,,88.2,66.9
PROD-2025-0178,Sustainable Digital Planners App,Digital Goods,Digital Planners,66020,5842770.0,76.36,86.48,Bol - BFC XL,BFCXL,8714252028195,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,FALSE,FALSE,USA,0.0,Digital - No Packaging,,,,,,100.0,49.0,100.0,84.7,100.0,100.0,TRUE,100.0,96.2,Medium,Material_Recyclable_Pct; Repairability/Lifespan,FALSE,,Standard,,,FALSE,,69.0,,,,,100.0,100.0
PROD-2025-0179,Wireless Athleisure Jacket,Fashion,Athleisure,73624,3718012.0,36.8,56.12,Bol - BFC Site 1,BFC1,8714252028140,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,Bangladesh,,,2,2.6,13,,FALSE,45.0,13.0,85.0,49.4,20.3,80.0,TRUE,41.2,41.1,Medium,CO2_Footprint_kg; Packaging_Type,FALSE,,Standard,,PROD-2025-0258,FALSE,,82.2,-7.82,7.82,,42,50.0,20.4
PROD-2025-0180,Minimalist SaaS Subscriptions Asset,Digital Goods,SaaS Subscriptions,52116,4325628.0,63.48,89.24,Bol - BFC Site 1,BFC1,8714252028140,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,FALSE,,0.0,Digital - No Packaging,,,,Energy Star,,100.0,49.0,85.0,79.5,100.0,70.0,TRUE,89.5,93.3,Medium,Material_Recyclable_Pct; Country_Of_Origin; Repairability/Lifespan,FALSE,,Standard,,,FALSE,Energy efficiency,72.6,,,,,100.0,100.0
PROD-2025-0181,Premium Menswear Sunglasses,Fashion,Menswear,10491,1626105.0,119.6,165.6,Bol - BFC Site 2,BFC2,8714252028102,"Mechie Trommelenweg 1, 5145 ND Waalwijk",TRUE,TRUE,TRUE,China,,,,,49,,FALSE,45.0,49.0,55.0,49.7,0.0,80.0,TRUE,28.0,47.8,Low,CO2_Footprint_kg; Packaging_Type; Repairability/Lifespan,FALSE,,Next day,,PROD-2025-0156,FALSE,,17.8,-54.74,54.74,,38,50.0,54.7
PROD-2025-0182,Nano Eco-friendly Cleaning Diffuser,Home & Garden,Eco-friendly Cleaning,49901,9456239.5,135.24,213.44,Bol - BFC Site 1,BFC1,8714252028140,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,Germany,,Plastic,,13.6,,,FALSE,25.0,47.5,85.0,52.8,51.4,100.0,TRUE,68.4,57.0,Medium,CO2_Footprint_kg; Material_Recyclable_Pct,FALSE,,Next day,,PROD-2025-0052,FALSE,,10.6,-122.82,122.82,,22,50.0,64.4
PROD-2025-0183,Swift Reusable Packaging Kit,Eco-Friendly,Reusable Packaging,39086,2442875.0,42.32,72.68,Bol - BFC Site 2,BFC2,8714252028102,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,,9.91,Recyclable Cardboard,4,,,EU Ecolabel,TRUE,70.0,70.0,55.0,64.8,44.1,70.0,TRUE,53.2,63.2,High,Material_Recyclable_Pct; Country_Of_Origin,FALSE,,Standard,,PROD-2025-0492,TRUE,Lifecycle (broad environmental),82.8,113.62,0.0,,9,84.6,37.5
PROD-2025-0184,Ultra Womenswear Hoodie,Fashion,Womenswear,70472,9936552.0,92.0,167.44,Bol - BFC XL,BFCXL,8714252028195,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,FALSE,TRUE,,,Plastic,5,,11,,FALSE,25.0,11.0,100.0,47.0,20.3,70.0,TRUE,37.7,47.4,Medium,CO2_Footprint_kg; Country_Of_Origin,FALSE,,Standard,,PROD-2025-0984,FALSE,,23.8,-16.1,16.1,,62,50.0,50.0
PROD-2025-0185,Pro Korean Skincare Lotion,Beauty & Skincare,Korean Skincare,16535,2538122.5,124.2,158.24,Bol - BFC XL 2,BFCXL2,8714252028133,"Rietgraaf 10, 6678 PJ Oosterhout",TRUE,TRUE,TRUE,South Korea,5.25,Recyclable Cardboard,,0.7,64,,FALSE,70.0,64.0,100.0,78.7,0.0,100.0,TRUE,35.0,59.6,High,None,FALSE,,Standard,,PROD-2025-0379,TRUE,,36.9,-17.94,17.94,4.1,15,74.2,34.8
PROD-2025-0186,Organic Biodegradable Products Bottle,Eco-Friendly,Biodegradable Products,82130,11785655.0,88.32,175.72,Bol - BFC Site 2,BFC2,8714252028102,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,Netherlands,108.74,Biodegradable,,,64,EU Ecolabel,FALSE,90.0,64.0,55.0,69.9,64.7,100.0,FALSE,77.1,43.2,High,Repairability/Lifespan,TRUE,"Carries an eco label, but scores below the category average on our independent check.",Next day,,PROD-2025-0729,FALSE,Lifecycle (broad environmental),8.6,-74.98,74.98,93.7,69,4.6,50.0
PROD-2025-0187,Minimalist Smart Lighting Blender,Home & Garden,Smart Lighting,43539,1349709.0,15.64,41.4,Bol - BFC XL,BFCXL,8714252028195,"Divisiedok 1, 3439 JM Nieuwegein",TRUE,TRUE,TRUE,Germany,,Minimal Packaging,7,11.9,79,,,80.0,79.0,100.0,86.7,51.4,100.0,TRUE,68.4,64.7,Medium,CO2_Footprint_kg,FALSE,,Next day,,PROD-2025-0395,FALSE,,98.1,148.12,0.0,,22,50.0,61.2
PROD-2025-0188,Organic Activewear Band,Fitness,Activewear,348358,56259817.0,125.12,172.04,Bol - BFC XL 2,BFCXL2,8714252028164,"Rietgraaf 10, 6678 PJ Oosterhout",TRUE,TRUE,TRUE,China,27.49,Plastic,5,,,,FALSE,25.0,51.5,100.0,59.2,6.5,100.0,TRUE,39.3,60.3,High,Material_Recyclable_Pct,FALSE,,Standard,,PROD-2025-0145,FALSE,,29.2,-101.66,101.66,17.4,47,77.5,50.0
PROD-2025-0189,Premium Kitchen Gadgets Desk,Home & Garden,Kitchen Gadgets,86143,5168580.0,25.76,84.64,Bol - BFC XL,BFCXL,8714252028195,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,TRUE,TRUE,Netherlands,193.28,Plastic,,,,,TRUE,25.0,47.5,100.0,58.0,81.1,75.0,FALSE,79.0,40.5,Medium,Material_Recyclable_Pct; Repairability/Lifespan,TRUE,"Carbon-neutral certified, but CO2 is in the top 25% for its category.",Standard,,PROD-2025-0199,FALSE,,71.2,-39.1,39.1,61.8,43,4.1,50.8
PROD-2025-0190,Nano Eco-friendly Diapers Crib,Baby,Eco-friendly Diapers,58251,1864032.0,9.2,49.68,Bol - BFC Site 1,BFC1,8714252028140,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,China,9.28,Recyclable Cardboard,4,3.2,,,FALSE,70.0,55.5,85.0,70.9,0.0,100.0,TRUE,35.0,62.9,High,Material_Recyclable_Pct,FALSE,,Next day,,PROD-2025-0244,FALSE,,95.6,107.64,0.0,1.7,20,79.5,48.5
PROD-2025-0191,Ultra Smart Fitness Trackers Bottle,Fitness,Smart Fitness Trackers,79734,13913583.0,132.48,188.6,Bol - BFC Site 1,BFC1,8714252028140,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,,70.2,Recyclable Cardboard,3,,,,,70.0,38.5,85.0,65.8,6.5,70.0,TRUE,28.8,39.4,Medium,Material_Recyclable_Pct; Country_Of_Origin,FALSE,,Standard,,PROD-2025-0064,FALSE,,2.9,-102.12,102.12,54.9,80,35.3,25.0
PROD-2025-0192,Ergonomic Organic Pet Food Leash,Pet,Organic Pet Food,109179,7806298.5,30.36,101.2,Bol - BFC XL 2,BFCXL2,8714252028133,"Rietgraaf 10, 6678 PJ Oosterhout",FALSE,TRUE,TRUE,,4.19,Minimal Packaging,1,,,,FALSE,80.0,44.0,100.0,76.2,40.5,70.0,TRUE,50.9,55.9,Medium,Material_Recyclable_Pct; Country_Of_Origin,FALSE,,Next day,,PROD-2025-0242,FALSE,,73.8,49.22,0.0,3.1,25,83.6,0.0
PROD-2025-0193,Zen Home Gym Equipment Bench,Fitness,Home Gym Equipment,98425,6249987.5,25.76,91.08,Bol - BFC XL,BFCXL,8714252028195,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,FALSE,TRUE,USA,88.86,Recyclable Cardboard,6,,72,,FALSE,70.0,72.0,100.0,81.1,63.6,100.0,TRUE,76.3,51.1,High,None,FALSE,,Standard,,PROD-2025-0382,TRUE,,76.6,-4.14,4.14,62.9,29,10.8,62.5
PROD-2025-0194,Aura Eco-friendly Cleaning Vacuum,Home & Garden,Eco-friendly Cleaning,51762,7143156.0,109.48,144.44,Bol - Ingram Micro,INGRAM,8712423020603,"Veerweg 16, 5145 NS Waalwijk",FALSE,FALSE,TRUE,Germany,117.47,Plastic,,5.4,40,,FALSE,25.0,40.0,30.0,31.2,51.4,100.0,TRUE,68.4,34.1,High,None,FALSE,,Standard,,PROD-2025-0052,FALSE,,5.8,-75.44,75.44,64.8,104,43.2,3.4
PROD-2025-0195,Premium Smart Baby Monitors Diaper,Baby,Smart Baby Monitors,68410,7046230.0,89.24,100.28,Bol - BFC Site 2,BFC2,8714252028102,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,,9.46,Foam + Plastic,,1.9,54,,FALSE,10.0,54.0,55.0,39.0,48.6,70.0,TRUE,56.1,51.8,High,Country_Of_Origin,FALSE,,Standard,,PROD-2025-0352,TRUE,,50.0,-43.24,43.24,2.0,25,78.4,24.6
PROD-2025-0196,Minimalist Accessories Scarf,Fashion,Accessories,96778,10306857.0,79.12,116.84,Bol - BFC Site 1,BFC1,8714252028140,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,Portugal,,Foam + Plastic,5,4.3,68,Cradle to Cradle,,10.0,68.0,85.0,53.6,82.4,100.0,FALSE,88.6,60.8,High,CO2_Footprint_kg,TRUE,"Eco claim, but packaged in Foam + Plastic.",Standard,,PROD-2025-0009,FALSE,Material circularity,67.3,-74.98,74.98,,15,50.0,66.5
PROD-2025-0197,Wireless Smart Baby Monitors Bib,Baby,Smart Baby Monitors,21359,1975707.5,73.6,96.6,Bol - Ingram Micro,INGRAM,8712423020603,"Veerweg 16, 5145 NS Waalwijk",FALSE,TRUE,TRUE,Germany,24.58,Recyclable Cardboard,3,,,Energy Star,,70.0,55.5,30.0,51.6,48.6,100.0,FALSE,66.6,35.1,High,Material_Recyclable_Pct,TRUE,"Carries an eco label, but scores below the category average on our independent check.",Standard,,PROD-2025-0352,FALSE,Energy efficiency,32.5,-33.58,33.58,17.1,85,17.0,25.0
PROD-2025-0198,Zen Digital Planners Masterclass,Digital Goods,Digital Planners,319609,31801095.5,65.32,117.76,Bol - BFC Site 2,BFC2,8714252028102,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,FALSE,USA,0.0,Digital - No Packaging,,,,,,100.0,49.0,55.0,69.0,100.0,100.0,TRUE,100.0,92.2,Medium,Material_Recyclable_Pct; Repairability/Lifespan,FALSE,,Standard,,,FALSE,,54.0,,,,,100.0,100.0
PROD-2025-0199,Ergonomic Kitchen Gadgets Planter,Home & Garden,Kitchen Gadgets,71564,1252370.0,9.2,23.0,Bol - BFC XL,BFCXL,8714252028195,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,TRUE,TRUE,Germany,131.46,Plastic,6,18.9,33,,FALSE,25.0,33.0,100.0,53.6,51.4,100.0,TRUE,68.4,58.0,High,None,FALSE,,Standard,,,FALSE,,99.0,,,,,40.5,80.4
PROD-2025-0200,Swift Charging Solutions Earbuds,Electronics,Charging Solutions,42535,3764347.5,64.4,98.44,Bol - Ingram Micro,INGRAM,8712423020603,"Veerweg 16, 5145 NS Waalwijk",FALSE,TRUE,TRUE,China,196.15,Recyclable Cardboard,,6.9,18,Energy Star,FALSE,70.0,18.0,30.0,40.4,35.8,100.0,FALSE,58.3,45.1,High,None,TRUE,"Eco claim, but only 18% recyclable material.",Next day,,,FALSE,Energy efficiency,45.9,,,,,31.2,61.3
PROD-2025-0201,Sustainable Korean Skincare Lotion,Beauty & Skincare,Korean Skincare,200881,24206160.5,86.48,135.24,Bol - BFC XL 2,BFCXL2,8714252028133,"Rietgraaf 10, 6678 PJ Oosterhout",FALSE,FALSE,TRUE,,9.77,Plastic,,,,,,25.0,52.5,100.0,59.5,38.7,70.0,TRUE,49.7,46.6,Medium,Material_Recyclable_Pct; Country_Of_Origin; Repairability/Lifespan,FALSE,,Standard,,PROD-2025-0311,FALSE,,36.1,-2.3,2.3,9.2,77,33.7,50.0
PROD-2025-0202,Sustainable Sustainable Apparel Dress,Fashion,Sustainable Apparel,55542,7775880.0,109.48,148.12,Bol - Ingram Micro,INGRAM,8712423020603,"Veerweg 16, 5145 NS Waalwijk",FALSE,FALSE,TRUE,Portugal,20.8,Recyclable Cardboard,5,3.7,,,FALSE,70.0,49.5,30.0,49.9,82.4,100.0,TRUE,88.6,54.6,High,Material_Recyclable_Pct,FALSE,,Standard,,PROD-2025-0810,FALSE,,38.6,-85.1,85.1,7.4,20,45.0,52.4
PROD-2025-0203,Luxe Hair Care Tools Dryer,Beauty & Skincare,Hair Care Tools,46997,3125300.5,16.56,105.8,Bol - BFC Site 1,BFC1,8714252028140,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,,11.11,Minimal Packaging,,1.3,8,,FALSE,80.0,8.0,85.0,60.1,38.7,70.0,TRUE,49.7,50.1,High,Country_Of_Origin,FALSE,,Standard,,PROD-2025-0241,FALSE,,79.5,-0.46,0.46,6.9,38,29.2,69.7
PROD-2025-0204,Vital Smart Lighting Organizer,Home & Garden,Smart Lighting,27956,2110678.0,46.92,92.0,Bol - BFC XL,BFCXL,8714252028195,"Divisiedok 1, 3439 JM Nieuwegein",TRUE,TRUE,TRUE,Poland,115.28,Mixed Plastic+Cardboard,4,,,,,45.0,47.5,100.0,65.0,39.2,100.0,TRUE,60.5,50.8,High,Material_Recyclable_Pct,FALSE,,Today,,PROD-2025-0146,FALSE,,70.2,-38.64,38.64,89.0,29,45.9,37.5
PROD-2025-0205,Ergonomic Korean Skincare Lipstick,Beauty & Skincare,Korean Skincare,94415,11235385.0,69.0,149.96,Bol - BFC Site 1,BFC1,8714252028140,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,USA,,,,,,,FALSE,45.0,52.5,85.0,61.2,38.7,80.0,TRUE,53.2,53.1,Low,CO2_Footprint_kg; Packaging_Type; Material_Recyclable_Pct; Repairability/Lifespan,FALSE,,Standard,,PROD-2025-0311,FALSE,,51.6,-0.92,0.92,,55,49.4,50.0
PROD-2025-0206,Aura Eco-friendly Cleaning Planter,Home & Garden,Eco-friendly Cleaning,95305,16487765.0,136.16,182.16,Bol - BFC XL,BFCXL,8714252028195,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,TRUE,TRUE,,80.19,Plastic,3,13.5,,Fair Trade,FALSE,25.0,47.5,100.0,58.0,39.2,70.0,FALSE,50.0,54.7,High,Material_Recyclable_Pct; Country_Of_Origin,TRUE,"Eco claim, but packaged in Plastic.",Next day,,PROD-2025-0052,FALSE,Social / ethical (not environmental),13.5,-107.64,107.64,27.5,27,62.2,43.9
PROD-2025-0207,Organic Home Gym Equipment Dumbbell,Fitness,Home Gym Equipment,47480,3371080.0,51.52,79.12,Bol - BFC XL,BFCXL,8714252028195,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,TRUE,TRUE,,54.65,Mixed Plastic+Cardboard,7,7.3,,,FALSE,45.0,48.0,100.0,65.2,6.5,70.0,TRUE,28.8,54.1,Medium,Material_Recyclable_Pct; Country_Of_Origin,FALSE,,Standard,,PROD-2025-0513,FALSE,,74.5,-9.2,9.2,36.5,24,51.0,62.5
PROD-2025-0208,Pure Pet Apparel Bowl,Pet,Pet Apparel,67679,10828640.0,106.72,187.68,Bol - BFC XL,BFCXL,8714252028195,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,FALSE,TRUE,,4.28,Foam + Plastic,2,,,FSC Certified,FALSE,10.0,44.0,100.0,51.7,40.5,70.0,FALSE,50.9,52.4,High,Material_Recyclable_Pct; Country_Of_Origin,TRUE,"Eco claim, but packaged in Foam + Plastic.",Standard,,PROD-2025-0165,FALSE,Sustainable forestry,19.4,-112.24,112.24,,24,82.2,12.5
PROD-2025-0209,Luxe Activewear Bottle,Fitness,Activewear,74421,11646886.5,137.08,150.88,Bol - BFC XL,BFCXL,8714252028195,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,FALSE,TRUE,China,57.45,Mixed Plastic+Cardboard,3,8.6,58,,,45.0,58.0,100.0,68.2,6.5,100.0,TRUE,39.3,51.1,High,None,FALSE,,Standard,,PROD-2025-0145,TRUE,,18.2,-97.06,97.06,47.4,73,47.1,46.6
PROD-2025-0210,Sustainable Educational Toys Carrier,Baby,Educational Toys,87998,7611827.0,34.04,125.12,Bol - BFC Site 2,BFC2,8714252028102,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,TRUE,,,Biodegradable,3,2.1,78,EU Ecolabel,FALSE,90.0,78.0,55.0,74.1,48.6,70.0,FALSE,56.1,51.4,Medium,CO2_Footprint_kg; Country_Of_Origin,TRUE,"Carries an eco label, but scores below the category average on our independent check.",Standard,,PROD-2025-0285,FALSE,Lifecycle (broad environmental),62.3,-4.14,4.14,,28,50.0,27.7
PROD-2025-0211,Zen Phone Accessories Watch,Electronics,Phone Accessories,20977,4017095.5,135.24,217.12,Bol - BFC Site 1,BFC1,8714252028140,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,China,,Foam + Plastic,3,,44,,FALSE,10.0,44.0,85.0,46.4,35.8,100.0,TRUE,58.3,44.1,Medium,CO2_Footprint_kg,FALSE,,Standard,,PROD-2025-0538,FALSE,,4.5,-118.68,118.68,,67,50.0,25.0
PROD-2025-0212,Zen Yoga Gear Band,Fitness,Yoga Gear,40373,4239165.0,51.52,141.68,Bol - BFC Site 1,BFC1,8714252028140,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,China,30.59,Mixed Plastic+Cardboard,,,67,,FALSE,45.0,67.0,85.0,65.6,6.5,100.0,TRUE,39.3,63.3,High,Repairability/Lifespan,FALSE,,Next day,,PROD-2025-0233,TRUE,,62.8,-45.54,45.54,15.7,23,73.5,61.0
PROD-2025-0213,Portable Charging Solutions Speaker,Electronics,Charging Solutions,23451,1160824.5,21.16,69.92,Bol - Ingram Micro,INGRAM,8712423020603,"Veerweg 16, 5145 NS Waalwijk",FALSE,TRUE,TRUE,,221.64,,,8.7,,,FALSE,45.0,43.5,30.0,39.3,35.8,50.0,TRUE,40.8,41.1,Medium,Packaging_Type; Material_Recyclable_Pct; Country_Of_Origin,FALSE,,Standard,,PROD-2025-0619,FALSE,,71.2,-3.22,3.22,163.4,47,13.8,81.3
PROD-2025-0214,Eco Menswear T-Shirt,Fashion,Menswear,24020,3326770.0,100.28,154.56,Bol - BFC Site 1,BFC1,8714252028140,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,Bangladesh,,Mixed Plastic+Cardboard,,3.3,,,FALSE,45.0,49.5,85.0,60.3,20.3,100.0,TRUE,48.2,50.2,Medium,CO2_Footprint_kg; Material_Recyclable_Pct,FALSE,,Next day,,PROD-2025-0156,FALSE,,32.7,-39.56,39.56,,31,50.0,41.5
PROD-2025-0215,Minimalist Pet Apparel Bowl,Pet,Pet Apparel,233892,5496462.0,10.12,33.12,Bol - BFC Site 2,BFC2,8714252028102,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,,19.33,Mixed Plastic+Cardboard,3,3.1,6,,,45.0,6.0,55.0,36.8,40.5,70.0,TRUE,50.9,27.1,High,Country_Of_Origin,FALSE,,Standard,,PROD-2025-0165,FALSE,,89.3,13.34,0.0,12.2,140,1.4,39.3
PROD-2025-0216,Organic Biodegradable Products Wrap,Eco-Friendly,Biodegradable Products,455906,84798516.0,128.8,213.44,Bol - BFC Site 1,BFC1,8714252028140,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,TRUE,TRUE,USA,11.74,Minimal Packaging,4,7.4,65,,FALSE,80.0,65.0,85.0,77.2,0.0,100.0,TRUE,35.0,66.1,High,None,FALSE,,Next day,,PROD-2025-0729,TRUE,,26.9,-114.08,114.08,,11,80.0,54.3
PROD-2025-0217,Swift Organic Makeup Toner,Beauty & Skincare,Organic Makeup,62598,8043843.0,91.08,145.36,Bol - BFC XL,BFCXL,8714252028195,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,FALSE,TRUE,Germany,5.38,Plastic,,1.9,29,,FALSE,25.0,29.0,100.0,52.5,86.0,100.0,TRUE,90.9,76.9,High,None,FALSE,,Standard,,,FALSE,,69.7,,,,,71.9,100.0
PROD-2025-0218,Wireless SaaS Subscriptions Course,Digital Goods,SaaS Subscriptions,31406,2653807.0,46.92,108.56,Bol - BFC Site 2,BFC2,8714252028102,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,FALSE,Netherlands,0.0,Digital - No Packaging,,,,,,100.0,49.0,55.0,69.0,100.0,100.0,TRUE,100.0,92.2,Medium,Material_Recyclable_Pct; Repairability/Lifespan,FALSE,,Standard,,,FALSE,,69.9,,,,,100.0,100.0
PROD-2025-0219,Zen Yoga Gear Mat,Fitness,Yoga Gear,91393,9779051.0,90.16,106.72,Bol - BFC XL,BFCXL,8714252028195,"Divisiedok 1, 3439 JM Nieuwegein",FALSE,FALSE,TRUE,China,8.36,Mixed Plastic+Cardboard,,5.0,65,,FALSE,45.0,65.0,100.0,70.2,6.5,100.0,TRUE,39.3,64.1,High,None,FALSE,,Standard,,PROD-2025-0762,TRUE,,62.0,-51.98,51.98,,17,97.1,26.8
PROD-2025-0220,Organic Kitchen Gadgets Lamp,Home & Garden,Kitchen Gadgets,75617,7221423.5,58.88,116.84,Bol - BFC XL 2,BFCXL2,8714252028164,"Rietgraaf 10, 6678 PJ Oosterhout",FALSE,TRUE,TRUE,,,Minimal Packaging,3,18.5,33,,FALSE,80.0,33.0,100.0,72.9,39.2,70.0,TRUE,50.0,58.4,Medium,CO2_Footprint_kg; Country_Of_Origin,FALSE,,Next day,,PROD-2025-0304,FALSE,,67.3,66.24,0.0,,11,50.0,60.8
PROD-2025-0221,Wireless SaaS Subscriptions Bundle,Digital Goods,SaaS Subscriptions,276004,18906274.0,28.52,97.52,Bol - BFC Site 2,BFC2,8714252028102,"Mechie Trommelenweg 1, 5145 ND Waalwijk",FALSE,FALSE,FALSE,USA,0.0,Digital - No Packaging,,,,,,100.0,49.0,55.0,69.0,100.0,100.0,TRUE,100.0,92.2,Medium,Material_Recyclable_Pct; Repairability/Lifespan,FALSE,,Standard,,,FALSE,,81.4,,,,,100.0,100.0
PROD-2025-0222,Pure Recovery Tools Mat,Fitness,Recovery Tools,25757,3709008.0,117.76,147.2,Bol - BFC XL 2,BFCXL2,8714252028164,"Rietgraaf 10, 6678 PJ Oosterhout",FALSE,FALSE,TRUE,Germany,,Mixed Plastic+Cardboard,6,6.7,24,,FALSE,45.0,24.0,100.0,57.9,87.9,100.0,TRUE,92.1,59.3,Medium,CO2_Footprint_kg,FALSE,,Standard,,PROD-2025-0783,FALSE,,37.2,-31.28,31.28,,15,50.0,53.8
